id,order_id,product_id,quantity,unit_price,unit_cost,discount_rate,discount_amount,line_total,line_cost,line_profit,created_at
73,36,30,1,190000.0,105000.0,0.0664,12616.0,177384.0,105000.0,72384.0,2024-12-26 14:26:55
74,37,24,3,22990000.0,16093000.0,0.0439,3027783.0,65942217.0,48279000.0,17663217.0,2023-05-06 10:04:48
75,38,5,1,14490000.0,10433000.0,0.0326,472374.0,14017626.0,10433000.0,3584626.0,2023-08-26 18:23:47
76,38,35,2,3490000.0,2373000.0,0.0291,203118.0,6776882.0,4746000.0,2030882.0,2023-08-26 18:23:47
77,39,2,2,27990000.0,19033000.0,0.0465,2603070.0,53376930.0,38066000.0,15310930.0,2023-10-24 22:47:54
78,39,31,1,590000.0,354000.0,0.0313,18467.0,571533.0,354000.0,217533.0,2023-10-24 22:47:54
79,39,26,1,490000.0,294000.0,0.0419,20531.0,469469.0,294000.0,175469.0,2023-10-24 22:47:54
80,40,3,1,22490000.0,15743000.0,0.1358,3054142.0,19435858.0,15743000.0,3692858.0,2024-02-11 18:55:16
81,40,35,1,3490000.0,2373000.0,0.1267,442183.0,3047817.0,2373000.0,674817.0,2024-02-11 18:55:16
82,41,2,1,27990000.0,19033000.0,0.0291,814509.0,27175491.0,19033000.0,8142491.0,2024-03-03 11:44:07
83,41,31,1,590000.0,354000.0,0.0308,18172.0,571828.0,354000.0,217828.0,2024-03-03 11:44:07
84,41,32,1,490000.0,304000.0,0.0342,16758.0,473242.0,304000.0,169242.0,2024-03-03 11:44:07
85,42,11,2,6990000.0,5103000.0,0.0405,566190.0,13413810.0,10206000.0,3207810.0,2024-04-28 09:25:13
86,42,29,1,1290000.0,800000.0,0.05,64500.0,1225500.0,800000.0,425500.0,2024-04-28 09:25:13
87,42,28,2,390000.0,226000.0,0.034,26520.0,753480.0,452000.0,301480.0,2024-04-28 09:25:13
88,43,4,3,18990000.0,13293000.0,0.0342,1948374.0,55021626.0,39879000.0,15142626.0,2024-08-21 12:29:00
89,43,29,1,1290000.0,800000.0,0.0326,42054.0,1247946.0,800000.0,447946.0,2024-08-21 12:29:00
90,44,18,1,23990000.0,16793000.0,0.01,239900.0,23750100.0,16793000.0,6957100.0,2024-11-14 21:37:59
91,44,37,1,2490000.0,1693000.0,0.0645,160605.0,2329395.0,1693000.0,636395.0,2024-11-14 21:37:59
92,44,44,2,2490000.0,1668000.0,0.0798,397404.0,4582596.0,3336000.0,1246596.0,2024-11-14 21:37:59
93,45,9,1,8490000.0,6198000.0,0.1161,985689.0,7504311.0,6198000.0,1306311.0,2024-12-30 11:53:22
94,46,9,3,8490000.0,6198000.0,0.145,3693150.0,21776850.0,18594000.0,3182850.0,2024-11-19 09:55:11
95,47,39,3,890000.0,578000.0,0.0381,101727.0,2568273.0,1734000.0,834273.0,2024-12-08 20:59:32
96,48,27,1,150000.0,82000.0,0.0302,4530.0,145470.0,82000.0,63470.0,2024-05-17 17:01:24
97,49,36,3,1990000.0,1393000.0,0.0326,194622.0,5775378.0,4179000.0,1596378.0,2024-09-30 09:38:38
98,49,27,3,150000.0,82000.0,0.0441,19845.0,430155.0,246000.0,184155.0,2024-09-30 09:38:38
99,49,9,2,8490000.0,6198000.0,0.045,764100.0,16215900.0,12396000.0,3819900.0,2024-09-30 09:38:38
100,50,8,3,10490000.0,7553000.0,0.1203,3785841.0,27684159.0,22659000.0,5025159.0,2024-12-26 12:15:49
101,51,26,1,490000.0,294000.0,0.18,88200.0,401800.0,294000.0,107800.0,2023-02-04 19:34:19
102,51,40,1,790000.0,514000.0,0.1498,118342.0,671658.0,514000.0,157658.0,2023-02-04 19:34:19
103,52,5,1,14490000.0,10433000.0,0.0229,331821.0,14158179.0,10433000.0,3725179.0,2023-06-13 09:42:54
104,52,29,1,1290000.0,800000.0,0.0339,43731.0,1246269.0,800000.0,446269.0,2023-06-13 09:42:54
105,52,26,1,490000.0,294000.0,0.0345,16905.0,473095.0,294000.0,179095.0,2023-06-13 09:42:54
106,53,42,1,1590000.0,1034000.0,0.0453,72027.0,1517973.0,1034000.0,483973.0,2023-10-29 13:18:41
107,54,46,1,290000.0,168000.0,0.0647,18763.0,271237.0,168000.0,103237.0,2024-01-04 13:37:23
108,54,45,1,1890000.0,1247000.0,0.1449,273861.0,1616139.0,1247000.0,369139.0,2024-01-04 13:37:23
109,55,18,1,23990000.0,16793000.0,0.0382,916418.0,23073582.0,16793000.0,6280582.0,2024-06-05 08:40:30
110,56,23,1,11990000.0,8513000.0,0.0284,340516.0,11649484.0,8513000.0,3136484.0,2023-06-04 17:29:05
111,57,47,1,390000.0,222000.0,0.0315,12285.0,377715.0,222000.0,155715.0,2023-09-01 17:03:16
112,58,11,2,6990000.0,5103000.0,0.0629,879342.0,13100658.0,10206000.0,2894658.0,2023-12-14 10:05:34
113,59,6,1,31990000.0,22073000.0,0.0396,1266804.0,30723196.0,22073000.0,8650196.0,2024-01-05 13:06:11
114,60,3,1,22490000.0,15743000.0,0.0407,915343.0,21574657.0,15743000.0,5831657.0,2024-03-21 14:20:06
115,60,36,1,1990000.0,1393000.0,0.0058,11542.0,1978458.0,1393000.0,585458.0,2024-03-21 14:20:06
116,61,42,1,1590000.0,1034000.0,0.0076,12084.0,1577916.0,1034000.0,543916.0,2024-07-24 08:37:02
117,61,23,1,11990000.0,8513000.0,0.0394,472406.0,11517594.0,8513000.0,3004594.0,2024-07-24 08:37:02
118,61,35,1,3490000.0,2373000.0,0.04,139600.0,3350400.0,2373000.0,977400.0,2024-07-24 08:37:02
119,62,30,1,190000.0,105000.0,0.1346,25574.0,164426.0,105000.0,59426.0,2024-11-10 20:37:22
120,63,9,1,8490000.0,6198000.0,0.1092,927108.0,7562892.0,6198000.0,1364892.0,2024-11-25 11:04:10
121,63,33,1,6990000.0,4753000.0,0.145,1013550.0,5976450.0,4753000.0,1223450.0,2024-11-25 11:04:10
122,63,34,1,8990000.0,6203000.0,0.0573,515127.0,8474873.0,6203000.0,2271873.0,2024-11-25 11:04:10
123,64,14,2,42990000.0,29233000.0,0.0225,1934550.0,84045450.0,58466000.0,25579450.0,2024-07-25 17:00:57
124,64,45,1,1890000.0,1247000.0,0.0209,39501.0,1850499.0,1247000.0,603499.0,2024-07-25 17:00:57
125,65,46,1,290000.0,168000.0,0.0459,13311.0,276689.0,168000.0,108689.0,2024-09-03 18:56:34
126,65,5,1,14490000.0,10433000.0,0.0486,704214.0,13785786.0,10433000.0,3352786.0,2024-09-03 18:56:34
127,66,20,1,19990000.0,13993000.0,0.0907,1813093.0,18176907.0,13993000.0,4183907.0,2024-12-06 10:24:33
128,66,44,2,2490000.0,1668000.0,0.1423,708654.0,4271346.0,3336000.0,935346.0,2024-12-06 10:24:33
129,66,45,1,1890000.0,1247000.0,0.0323,61047.0,1828953.0,1247000.0,581953.0,2024-12-06 10:24:33
130,67,44,1,2490000.0,1668000.0,0.0442,110058.0,2379942.0,1668000.0,711942.0,2024-02-23 16:12:44
131,67,14,1,42990000.0,29233000.0,0.0144,619056.0,42370944.0,29233000.0,13137944.0,2024-02-23 16:12:44
132,67,46,2,290000.0,168000.0,0.037,21460.0,558540.0,336000.0,222540.0,2024-02-23 16:12:44
133,67,1,1,34990000.0,23793000.0,0.0331,1158169.0,33831831.0,23793000.0,10038831.0,2024-02-23 16:12:44
134,68,42,1,1590000.0,1034000.0,0.0187,29733.0,1560267.0,1034000.0,526267.0,2024-07-28 08:09:47
135,68,13,1,32990000.0,22433000.0,0.0082,270518.0,32719482.0,22433000.0,10286482.0,2024-07-28 08:09:47
136,69,42,1,1590000.0,1034000.0,0.0054,8586.0,1581414.0,1034000.0,547414.0,2024-08-18 16:26:52
137,70,29,2,1290000.0,800000.0,0.2215,571470.0,2008530.0,1600000.0,408530.0,2024-12-04 07:57:04
138,70,11,2,6990000.0,5103000.0,0.075,1048500.0,12931500.0,10206000.0,2725500.0,2024-12-04 07:57:04
139,71,41,3,4990000.0,3393000.0,0.0004,5988.0,14964012.0,10179000.0,4785012.0,2023-03-30 21:13:01
140,72,35,1,3490000.0,2373000.0,0.0386,134714.0,3355286.0,2373000.0,982286.0,2023-07-18 22:12:31
141,73,19,1,11990000.0,8753000.0,0.063,755370.0,11234630.0,8753000.0,2481630.0,2023-11-09 15:17:07
142,74,44,3,2490000.0,1668000.0,0.0299,223353.0,7246647.0,5004000.0,2242647.0,2024-01-12 22:30:20
143,74,32,1,490000.0,304000.0,0.1746,85554.0,404446.0,304000.0,100446.0,2024-01-12 22:30:20
144,74,36,2,1990000.0,1393000.0,0.0437,173926.0,3806074.0,2786000.0,1020074.0,2024-01-12 22:30:20
145,75,16,2,25990000.0,18193000.0,0.0078,405444.0,51574556.0,36386000.0,15188556.0,2024-05-27 18:59:14
146,76,29,1,1290000.0,800000.0,0.0371,47859.0,1242141.0,800000.0,442141.0,2024-10-23 11:31:14
147,77,36,2,1990000.0,1393000.0,0.0944,375712.0,3604288.0,2786000.0,818288.0,2024-11-24 22:45:25
148,77,26,2,490000.0,294000.0,0.045,44100.0,935900.0,588000.0,347900.0,2024-11-24 22:45:25
149,78,23,1,11990000.0,8513000.0,0.0035,41965.0,11948035.0,8513000.0,3435035.0,2023-09-27 10:15:29
150,79,11,3,6990000.0,5103000.0,0.0601,1260297.0,19709703.0,15309000.0,4400703.0,2024-02-01 11:56:23
151,79,33,1,6990000.0,4753000.0,0.1225,856275.0,6133725.0,4753000.0,1380725.0,2024-02-01 11:56:23
152,79,34,1,8990000.0,6203000.0,0.1313,1180387.0,7809613.0,6203000.0,1606613.0,2024-02-01 11:56:23
153,79,36,1,1990000.0,1393000.0,0.0867,172533.0,1817467.0,1393000.0,424467.0,2024-02-01 11:56:23
154,80,41,1,4990000.0,3393000.0,0.038,189620.0,4800380.0,3393000.0,1407380.0,2024-05-30 12:42:50
155,80,23,1,11990000.0,8513000.0,0.0118,141482.0,11848518.0,8513000.0,3335518.0,2024-05-30 12:42:50
156,80,3,1,22490000.0,15743000.0,0.0331,744419.0,21745581.0,15743000.0,6002581.0,2024-05-30 12:42:50
157,80,15,3,16990000.0,12063000.0,0.0087,443439.0,50526561.0,36189000.0,14337561.0,2024-05-30 12:42:50
158,81,21,2,28990000.0,19713000.0,0.038,2203240.0,55776760.0,39426000.0,16350760.0,2024-09-04 21:05:50
159,82,28,1,390000.0,226000.0,0.0726,28314.0,361686.0,226000.0,135686.0,2024-11-30 11:57:29
160,82,47,1,390000.0,222000.0,0.1207,47073.0,342927.0,222000.0,120927.0,2024-11-30 11:57:29
161,82,32,1,490000.0,304000.0,0.1435,70315.0,419685.0,304000.0,115685.0,2024-11-30 11:57:29
162,82,36,1,1990000.0,1393000.0,0.0294,58506.0,1931494.0,1393000.0,538494.0,2024-11-30 11:57:29
163,83,4,1,18990000.0,13293000.0,0.0721,1369179.0,17620821.0,13293000.0,4327821.0,2024-12-29 21:51:39
164,83,34,3,8990000.0,6203000.0,0.0154,415338.0,26554662.0,18609000.0,7945662.0,2024-12-29 21:51:39
165,83,29,1,1290000.0,800000.0,0.2185,281865.0,1008135.0,800000.0,208135.0,2024-12-29 21:51:39
166,84,39,1,890000.0,578000.0,0.1496,133144.0,756856.0,578000.0,178856.0,2023-11-17 21:43:29
167,84,18,1,23990000.0,16793000.0,0.0889,2132711.0,21857289.0,16793000.0,5064289.0,2023-11-17 21:43:29
168,85,6,1,31990000.0,22073000.0,0.0225,719775.0,31270225.0,22073000.0,9197225.0,2024-02-26 20:35:19
169,85,35,2,3490000.0,2373000.0,0.0124,86552.0,6893448.0,4746000.0,2147448.0,2024-02-26 20:35:19
170,86,3,1,22490000.0,15743000.0,0.0243,546507.0,21943493.0,15743000.0,6200493.0,2024-06-08 10:56:31
171,86,35,1,3490000.0,2373000.0,0.0055,19195.0,3470805.0,2373000.0,1097805.0,2024-06-08 10:56:31
172,87,28,1,390000.0,226000.0,0.0403,15717.0,374283.0,226000.0,148283.0,2024-07-20 15:30:04
173,87,35,1,3490000.0,2373000.0,0.0482,168218.0,3321782.0,2373000.0,948782.0,2024-07-20 15:30:04
174,88,30,1,190000.0,105000.0,0.037,7030.0,182970.0,105000.0,77970.0,2024-08-11 19:38:34
175,88,36,2,1990000.0,1393000.0,0.0112,44576.0,3935424.0,2786000.0,1149424.0,2024-08-11 19:38:34
176,89,36,1,1990000.0,1393000.0,0.1387,276013.0,1713987.0,1393000.0,320987.0,2024-11-28 09:21:53
177,89,35,1,3490000.0,2373000.0,0.0287,100163.0,3389837.0,2373000.0,1016837.0,2024-11-28 09:21:53
178,89,6,1,31990000.0,22073000.0,0.0047,150353.0,31839647.0,22073000.0,9766647.0,2024-11-28 09:21:53
179,90,36,1,1990000.0,1393000.0,0.1495,297505.0,1692495.0,1393000.0,299495.0,2024-11-01 16:21:05
180,90,22,1,18990000.0,13293000.0,0.0007,13293.0,18976707.0,13293000.0,5683707.0,2024-11-01 16:21:05
181,90,47,3,390000.0,222000.0,0.1389,162513.0,1007487.0,666000.0,341487.0,2024-11-01 16:21:05
182,91,11,1,6990000.0,5103000.0,0.0306,213894.0,6776106.0,5103000.0,1673106.0,2023-08-20 19:59:31
183,92,29,1,1290000.0,800000.0,0.0689,88881.0,1201119.0,800000.0,401119.0,2023-12-13 19:33:34
184,93,17,1,13990000.0,10073000.0,0.0363,507837.0,13482163.0,10073000.0,3409163.0,2024-04-14 13:27:47
185,94,44,1,2490000.0,1668000.0,0.0467,116283.0,2373717.0,1668000.0,705717.0,2024-08-26 10:01:42
186,94,45,1,1890000.0,1247000.0,0.0411,77679.0,1812321.0,1247000.0,565321.0,2024-08-26 10:01:42
187,95,28,2,390000.0,226000.0,0.0721,56238.0,723762.0,452000.0,271762.0,2024-11-06 17:09:18
188,96,26,1,490000.0,294000.0,0.0732,35868.0,454132.0,294000.0,160132.0,2024-12-26 11:52:54
189,97,42,1,1590000.0,1034000.0,0.1312,208608.0,1381392.0,1034000.0,347392.0,2023-11-15 20:40:38
190,98,47,3,390000.0,222000.0,0.0402,47034.0,1122966.0,666000.0,456966.0,2024-03-21 09:08:17
191,98,4,1,18990000.0,13293000.0,0.0108,205092.0,18784908.0,13293000.0,5491908.0,2024-03-21 09:08:17
192,98,7,1,22990000.0,16093000.0,0.0078,179322.0,22810678.0,16093000.0,6717678.0,2024-03-21 09:08:17
193,98,5,3,14490000.0,10433000.0,0.0452,1964844.0,41505156.0,31299000.0,10206156.0,2024-03-21 09:08:17
194,99,46,3,290000.0,168000.0,0.0437,38019.0,831981.0,504000.0,327981.0,2024-06-29 12:31:52
195,99,43,1,890000.0,570000.0,0.0152,13528.0,876472.0,570000.0,306472.0,2024-06-29 12:31:52
196,99,39,1,890000.0,578000.0,0.0101,8989.0,881011.0,578000.0,303011.0,2024-06-29 12:31:52
197,99,27,1,150000.0,82000.0,0.0344,5160.0,144840.0,82000.0,62840.0,2024-06-29 12:31:52
198,100,4,1,18990000.0,13293000.0,0.0205,389295.0,18600705.0,13293000.0,5307705.0,2024-09-12 08:52:27
199,100,33,1,6990000.0,4753000.0,0.0439,306861.0,6683139.0,4753000.0,1930139.0,2024-09-12 08:52:27
200,101,12,1,52990000.0,35503000.0,0.0181,959119.0,52030881.0,35503000.0,16527881.0,2024-12-19 20:47:45
201,101,45,1,1890000.0,1247000.0,0.1004,189756.0,1700244.0,1247000.0,453244.0,2024-12-19 20:47:45
202,101,38,1,2190000.0,1489000.0,0.0596,130524.0,2059476.0,1489000.0,570476.0,2024-12-19 20:47:45
203,102,26,2,490000.0,294000.0,0.047,46060.0,933940.0,588000.0,345940.0,2024-06-05 18:38:03
204,102,7,2,22990000.0,16093000.0,0.0188,864424.0,45115576.0,32186000.0,12929576.0,2024-06-05 18:38:03
205,103,27,1,150000.0,82000.0,0.0402,6030.0,143970.0,82000.0,61970.0,2024-09-12 18:55:32
206,103,24,2,22990000.0,16093000.0,0.0454,2087492.0,43892508.0,32186000.0,11706508.0,2024-09-12 18:55:32
207,104,36,2,1990000.0,1393000.0,0.0071,28258.0,3951742.0,2786000.0,1165742.0,2024-12-12 10:16:01
208,104,17,1,13990000.0,10073000.0,0.0352,492448.0,13497552.0,10073000.0,3424552.0,2024-12-12 10:16:01
209,104,42,1,1590000.0,1034000.0,0.0162,25758.0,1564242.0,1034000.0,530242.0,2024-12-12 10:16:01
210,105,47,1,390000.0,222000.0,0.0943,36777.0,353223.0,222000.0,131223.0,2024-12-05 15:32:38
211,106,31,3,590000.0,354000.0,0.0386,68322.0,1701678.0,1062000.0,639678.0,2024-09-02 21:16:46
212,106,33,1,6990000.0,4753000.0,0.03,209700.0,6780300.0,4753000.0,2027300.0,2024-09-02 21:16:46
213,106,14,1,42990000.0,29233000.0,0.0141,606159.0,42383841.0,29233000.0,13150841.0,2024-09-02 21:16:46
214,107,31,3,590000.0,354000.0,0.0333,58941.0,1711059.0,1062000.0,649059.0,2024-11-23 07:56:03
215,108,6,2,31990000.0,22073000.0,0.0013,83174.0,63896826.0,44146000.0,19750826.0,2024-09-07 12:06:11
216,108,30,2,190000.0,105000.0,0.0456,17328.0,362672.0,210000.0,152672.0,2024-09-07 12:06:11
217,109,28,1,390000.0,226000.0,0.0441,17199.0,372801.0,226000.0,146801.0,2024-10-08 14:15:33
218,109,22,3,18990000.0,13293000.0,0.0494,2814318.0,54155682.0,39879000.0,14276682.0,2024-10-08 14:15:33
219,110,18,1,23990000.0,16793000.0,0.059,1415410.0,22574590.0,16793000.0,5781590.0,2024-11-03 08:10:14
220,110,44,1,2490000.0,1668000.0,0.0539,134211.0,2355789.0,1668000.0,687789.0,2024-11-03 08:10:14
221,110,37,1,2490000.0,1693000.0,0.0456,113544.0,2376456.0,1693000.0,683456.0,2024-11-03 08:10:14
222,111,45,1,1890000.0,1247000.0,0.0672,127008.0,1762992.0,1247000.0,515992.0,2023-11-19 08:25:53
223,111,7,3,22990000.0,16093000.0,0.0141,972477.0,67997523.0,48279000.0,19718523.0,2023-11-19 08:25:53
224,112,23,1,11990000.0,8513000.0,0.1072,1285328.0,10704672.0,8513000.0,2191672.0,2024-02-14 11:59:38
225,112,32,1,490000.0,304000.0,0.1836,89964.0,400036.0,304000.0,96036.0,2024-02-14 11:59:38
226,112,29,1,1290000.0,800000.0,0.0444,57276.0,1232724.0,800000.0,432724.0,2024-02-14 11:59:38
227,113,11,1,6990000.0,5103000.0,0.0013,9087.0,6980913.0,5103000.0,1877913.0,2024-06-05 11:10:07
228,113,27,1,150000.0,82000.0,0.0319,4785.0,145215.0,82000.0,63215.0,2024-06-05 11:10:07
229,114,43,1,890000.0,570000.0,0.0198,17622.0,872378.0,570000.0,302378.0,2024-09-11 20:42:23
230,114,42,1,1590000.0,1034000.0,0.035,55650.0,1534350.0,1034000.0,500350.0,2024-09-11 20:42:23
231,115,2,2,27990000.0,19033000.0,0.0168,940464.0,55039536.0,38066000.0,16973536.0,2024-12-03 09:16:44
232,115,28,1,390000.0,226000.0,0.088,34320.0,355680.0,226000.0,129680.0,2024-12-03 09:16:44
233,115,35,1,3490000.0,2373000.0,0.0402,140298.0,3349702.0,2373000.0,976702.0,2024-12-03 09:16:44
234,116,32,2,490000.0,304000.0,0.0316,30968.0,949032.0,608000.0,341032.0,2023-07-23 14:15:53
